id,title,abstract,category_1,category_2,error
10.1101/2025.02.26.639799,Interpersonal synchronization as an objective measure of listening engagement,"Listening engagement plays a crucial role in effective communication and knowledge transfer, reflecting a state of deep absorption in an auditory stimulus. The available behavioral assessments of list...",Auditory Processing,Attention,
10.1101/2025.02.25.640218,Relationships between GABA+ and Glx concentrations with age and inhibition in healthy older adults,"Inhibition represents a core executive function which underlies the ability to suppress interfering and/or distracting stimuli, thereby building resistance against task-irrelevant information. However...",Inhibitory Control,,
10.1101/2025.02.26.640265,Le Petit Prince (LPP) Multi-talker: Naturalistic 7T fMRI and EEG Dataset,Prior neuroimaging datasets using naturalistic listening paradigms have predominantly focused on single-talker scenarios. While these studies have been invaluable for advancing our understanding of sp...,,,
10.1101/2025.02.25.640131,Derivation and analysis of human somatic sensory neuron subtypes facilitated through fluorescent hPSC reporters,"Peripheral sensory neuropathy (PSN) is associated with several devastating neurological conditions, yet effective strategies to prevent or alleviate the consequences of PSN are nearly non-existent. A ...",,,
10.1101/2025.02.25.639129,New Insights into Epileptic Spasm Generation and Treatment from the TTX Animal Model,"Currently, we have an incomplete understanding of the mechanisms underlying infantile epileptic spasms syndrome (IESS). However, over the past decade, significant efforts have been made to develop IES...",,,
10.1101/2025.02.25.640103,Effects of Social Housing on Electrically Stimulated Dopamine Release in the Nucleus Accumbens Core and Shell in Female and Male Rats,Dopamine (DA) is a neurotransmitter that is important in the reward system and increased DA release is associated with rewarding properties of drugs. Highly addictive stimulants like methamphetamine (...,Reward Mechanisms,Social Functions,
10.1101/2025.02.25.640212,Executive Functions in relation to Autonomic Control: An Overview of Neuropsychological Evaluation Methods,"Executive functions are a set of cognitive processes essential for cognitive control and coordination, enabling the achievement of objectives. These functions include mental exploration of ideas, reas...",,,
10.1101/2025.02.26.640289,Neural variability reliably and selectively encodes pain discriminability,"Neural activity varies dramatically across time. While such variability has been associated with cognition, its relationship with pain remains largely unexplored. Here, we systematically investigated ...",,,
10.1101/2025.02.25.640256,Mature neutrophils promote long-term functional recovery after spinal cord injury in a sex-dependent manner,"Neutrophils are abundant and complex innate immune cells that act as first responders to tissue injury, with critical roles in combating infection and initiating would healing. Following spinal cord i...",,,
10.1101/2025.02.26.640282,Extracellular vesicles aid in the transfer of long-term associative memory between Caenorhabditis elegans,"Memory formation is necessary for the survival of animals across phyla. Here, we elucidate the mechanism underlying the formation of long-term associative memory (LTAM) formed by treating Caenorhabdit...",Episodic Memory,,
10.1101/2025.02.26.640339,Esr1-Dependent Signaling and Transcriptional Maturation in the Medial Preoptic Area of the Hypothalamus Shapes the Development of Mating Behavior during Adolescence,"Mating and other behaviors emerge during adolescence through the coordinated actions of steroid hormone signaling throughout the nervous system and periphery. In this study, we investigated the transc...",Social Functions,,
10.1101/2025.02.25.640230,Reorganization of motor functions within visuomotor networks subsequent to somatosensory cortical damage,Somatosensory inputs are critical to motor control. Animal studies have shown that primary somatosensory lesions cause sensorimotor deficits along with disrupted organization in primary motor cortex (...,Motor Coordination,Sensorimotor Coordination,
10.1101/2025.02.26.640307,Layer V Neocortical Neurons From Individuals With Drug-Resistant Epilepsy Show Multiple Synaptic Alterations but Lack Somatic Hyperexcitability,"Although neuronal hyperexcitability is the primary mechanism underlying seizure activity in epilepsy, little is known about how different neuronal mechanisms at different organizational levels contrib...",,,
10.1101/2025.02.23.639747,Most ventral pallidal cholinergic neurons are cortically projecting bursting basal forebrain cholinergic neurons,"The ventral pallidum (VP) lies at the intersection of basal ganglia and basal forebrain circuitry, possessing attributes of both major subcortical systems. Basal forebrain cholinergic neurons are rapi...",Reward Mechanisms,,
10.1101/2025.02.26.640365,"Activation of KCC2 during development alleviates cognitive, behavioral, and neural excitability in adult CDKL5-deficient mice",Cyclin-dependent kinase-like 5 (CDKL5) deficiency disorder (CDD) is a developmental and epileptic encephalopathy (DEE) characterized by severe drug-resistant epileptic disorders beginning in early chi...,,,
10.1101/2025.02.26.640426,Activity of Human-Specific Interlaminar Astrocytes in a Chimeric Mouse Model of Fragile X Syndrome,"Astrocytes, a subtype of glial cells, have multiple roles in regulating neuronal development and homeostasis. In addition to the typical mammalian astrocytes, in the primate cortex interlaminar astroc...",,,
10.1101/2025.02.26.640398,"Characterizing massa intermedia morphology in schizophrenia: associations with aging, neuropsychological functioning, and atypical hippocampal development",The massa intermedia (MI) is a midline structure connecting the left and right thalamus that typically develops during the 2nd trimester of pregnancy. Missing and smaller MI has been linked to neurode...,,,
10.1101/2025.02.26.640425,Direct pathway bias and altered striatal neurogenesis in human iPSC models of 16p11.2 CNVs: Evidence from single-cell and functional analyses,"Striatal medium spiny neurons (MSNs) control motor, cognitive, and social domains via direct (dMSNs) and indirect (iMSNs) basal ganglia pathways. Recent genomic analyses implicate striatal circuit dys...",,,
10.1101/2025.02.26.640383,Inhibitory and disinhibitory VIP IN-mediated circuits in neocortex,"Cortical GABAergic interneurons (INs) expressing the neuropeptide vasoactive-intestinal peptide (VIP) predominantly function by inhibiting dendritic-targeting somatostatin (SST) expressing INs, thereb...",,,
10.1101/2025.02.26.640466,Critical Period Plasticity is Associated withResilience to Short Unpredictable Stress,"Low resilience to stressful events can increase the risk of anxiety and depression. Resilience decreases with age, parallel to drastic changes in the quality of brain plasticity from juvenile to old a...",,,
10.1101/2025.02.23.639768,AIRUS: a simple workflow for AI-assisted exploration of scientific data,"The development ""reasoning"" large language models (LLMs) seems poised to transform data analysis in all fields of science. This note describes a simple, iterative workflow termed AIRUS (AI Research Un...",,,
10.1101/2025.02.26.640461,Copper supplementation mitigates Parkinson-like wild-type SOD1 pathology and nigrostriatal degeneration in a novel mouse model,Wild-type superoxide dismutase 1 (disSOD1) protein misfolding and deposition is implicated in the death of substantia nigra (SN) dopamine neurons in Parkinson disease. Regionally reduced copper availa...,,,
10.1101/2025.02.27.640604,Distinct distributed brain networks dissociate self-generated mental states,Human cognition relies on two modes: a perceptually-coupled mode where mental states are driven by sensory input and a perceptually-decoupled mode featuring self-generated mental content. Past work su...,Working Memory,,
