id,title,abstract,category_1,category_2
10.31234/osf.io/qhgz9,Creating a Roadmap for Implanted Brain-Computer Interfaces for Youth with Complex Needs,Brain-Computer Interfaces (BCI) allow people living with complex disabilities to use their brain activity to interact with the world. Implanted BCIs can record signals directly from the brain and tran...,,
10.31234/osf.io/uzbf3,Is stranger/separation anxiety in infancy the onset of territoriality and in-group favoritism?,Humans instinctively tend to favor members of their own group more than members of other groups. The evolution of this in-group preference in connection with the basic instinct of territoriality is em...,,
10.31234/osf.io/d6u5p,Bayes factors cannot provide evidence for the null hypothesis,It is becoming increasingly common in the psychology and neuroscience literature to use Bayes factors to provide evidence in favor of the null hypothesis. The most common approach reports a Bayes fact...,,
10.31234/osf.io/hsf32,Stimulus predictability and liking enhance auditory-motor encoding and memory for melodies,"The ability to predict or anticipate musical events contributes to music-related pleasure and memory; however, their contributions to the learning to play a new melody has been less well-explored. In ...",Skill Learning,Episodic Memory
10.31234/osf.io/djy36,On the speed of conscious perception: How soon is now?,"Fleming and Michel propose that conscious perception is ‘slow’, with a delay of 350-450ms. But this claim is premature. Here, we will show that the speed of conscious perception remains unresolved. Ex...",,
10.31234/osf.io/5tkav,Beyond gist and detail: the hippocampus as a multiscale integrator,"Here I advance an account of hippocampal memory grounded in three features: locally integrated computation; representational plasticity; and graded long-axis receptive field sizes. Together, these pre...",Episodic Memory,Semantic Understanding & Context Recognition
10.31234/osf.io/x4nms,R-Squared Equal to One: Substituting a Hippocampal Asymmetry Metric for Subjective Measures of Visual Mental Imagery,"For decades, investigators have been wary of subjective measures of visual mental imagery such as the Vividness of Visual Imagery Questionnaire (VVIQ) and have sought an objective alternative. A metho...",,
10.31234/osf.io/wcy3z,An holism solution to reconcile the hard problem of consciousness,Natural science is founded on materialism. We treat the independent relationship between inner experience and outer physical entities as an axiom. This cognitive paradigm has successfully explained ma...,,
10.31234/osf.io/bwdkv,A question of trust: Aberrant connectivity of the salience network in schizophrenia,"Introduction: Patients with schizophrenia (SZ) show impaired social cognition, which may contribute to altered trust judgments and increased vulnerability to health risks like sexually transmitted inf...",Social Functions,
10.31234/osf.io/np4az,Clinician-Observed Test Anxiety and Its Impact on Neuropsychological Performance in Older Adults,"Objective. The aging of the population has led to an increase in dementia diagnoses, highlighting the importance of neuropsychological assessments. However, several factors, including test anxiety, co...",,
10.31234/osf.io/ajzyh,Probing missing data in population-based longitudinal studies: A tutorial and application using R,"A common challenge in longitudinal population-based research is the amount of incomplete and missing data that occurs for failing to complete the protocol, as well as potential loss to follow-up overt...",,
10.31234/osf.io/3fkes,Different Object Features Shape Mnemonic Discrimination in Younger and Older Adults,"The ability to discriminate experiences in memory is an important indicator of cognitive health in older age, and a sensitive marker of hippocampal integrity. Measures of mnemonic discrimination, such...",Episodic Memory,
10.31234/osf.io/pk4ns,Is Empathic AI Possible?,"Efforts to develop “empathic AI” often assume a universal definition for empathy—a singular, objective understanding of “human” experiences. This implies that achieving empathic AI is only a matter of...",,
10.31234/osf.io/yabq9,The Role of Synchronous Motion in Perceiving Agency in Inanimate Entities,"Perceiving agency from motion cues is fundamental to social cognition. While goal-directed motion is a well-known agency cue, the role of synchronous motion between inanimate entities remains underexp...",Theory of Mind,
10.31234/osf.io/zj7tu,Understanding family dynamics through a neurocognitive lens,"Individual family members impact each other and the family system at the physiological, brain, behavioral, phenomenological, and social level. Previous research used established methods, such as self-...",,
10.31234/osf.io/7mkt9,Delayed Goal-Directed Processing Underlies Inhibitory Control Challenges in Adult ADHD,"It is well documented that ADHD is associated with challenges in inhibitory control.  However, the underlying cognitive mechanisms that give rise to these difficulties are not well established. Here, ...",Inhibitory Control,
10.31234/osf.io/dprqe,Fast and Flexible: Greater Neural Plasticity in the Language Network During Implicit Linguistic Learning in Children than Adults,"It is widely believed that language learning becomes more effortful with age, yet direct evidence for this developmental shift is scarce. Understanding how statistical learning (SL)—the implicit proce...",Lifelong Learning,Language Comprehension
10.31234/osf.io/jd4ar,"Weighting waiting: A decision-theoretic taxonomy of delay, pacing and procrastination","Why do today, what you can fail to do tomorrow? How to pace or allocate work over time, whether to delay starting to work, and how much effort to exert are decisions people face daily. People sometime...",Decision-making,Planning
10.31234/osf.io/nfst2,Statistical learning in the auditory modality: Identities are all you need,Finding a behaviorally relevant target among non-targets is facilitated by prior knowledge about the statistical structure of the environment. While this contextual-cueing effect is well established i...,Auditory Processing,
10.31234/osf.io/jvmzs,Neural Bases of Affect-Based Impulsivity: A Decision Neuroscience Account,"Affect-based impulsivity describes the tendency to behave impulsively while experiencing negative or positive affective states. In the context of psychiatric disorders, the consequences of affect-base...",Decision-making,
10.31234/osf.io/t9pq2,Quantum-like representation of neuronal networks’ activity: modeling “mental entanglement”,"Quantum-like modeling (QLM) – quantum theory applications outside of physics – are intensively developed with applications in biology, cognition, psychology, and decision-making. For cognition, QLM sh...",,
